[1;34m[src/utils/log.c:30 init_log] Log is written to /home/wang/InternalDependent_ysyx-workbench/am-kernels/kernels/litenes/build/nemu-log.txt[0m
[1;34m[src/memory/paddr.c:54 init_mem] physical memory area [0x80000000, 0x87ffffff][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'serial' at [0xa00003f8, 0xa00003ff][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'rtc' at [0xa0000048, 0xa000004f][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'vgactl' at [0xa0000100, 0xa0000107][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'vmem' at [0xa1000000, 0xa10752ff][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'keyboard' at [0xa0000060, 0xa0000063][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'audio' at [0xa0000200, 0xa0000217][0m
[1;34m[src/device/io/mmio.c:52 add_mmio_map] Add mmio map 'audio-sbuf' at [0xa1200000, 0xa120ffff][0m
[1;34m[src/monitor/monitor.c:60 load_img] The image is /home/wang/InternalDependent_ysyx-workbench/am-kernels/kernels/litenes/build/litenes-riscv32-nemu.bin, size = 1549929[0m
[1;34m[src/monitor/monitor.c:28 welcome] Trace: [1;32mON[0m[0m
[1;34m[src/monitor/monitor.c:29 welcome] If trace is enabled, a log file will be generated to record the trace. This may lead to a large log file. If it is not necessary, you can disable it in menuconfig[0m
[1;34m[src/monitor/monitor.c:32 welcome] Build time: 16:42:53, Apr 30 2026[0m
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x8000414c: 00 07 a7 03 lw	a4, 0(a5)
0x80004150: fe 07 1a e3 bnez	a4, -0xc
0x80004154: 00 c7 a0 23 sw	a2, 0(a5)
0x80004158: 00 47 87 93 addi	a5, a5, 4
0x8000415c: fe d7 98 e3 bne	a5, a3, -0x10
0x80004160: 0c 40 00 ef jal	0xc4
0x80004224: 00 00 80 67 ret
0x80004164: 05 00 00 ef jal	0x50
0x800041b4: 00 00 80 67 ret
0x80004168: 1c c0 00 ef jal	0x1cc
0x80004334: 00 00 80 67 ret
0x8000416c: 00 c1 20 83 lw	ra, 0xc(sp)
0x80004170: 00 10 05 13 addi	a0, zero, 1
0x80004174: 01 01 01 13 addi	sp, sp, 0x10
0x80004178: 00 00 80 67 ret
0x80003a7c: 00 00 15 17 auipc	a0, 1
0x80003a80: 6d 45 05 13 addi	a0, a0, 0x6d4
0x80003a84: 15 10 00 ef jal	0x950
0x800043d4: b7 01 01 13 addi	sp, sp, -0x490
0x800043d8: 46 81 24 23 sw	s0, 0x468(sp)
0x800043dc: 46 91 22 23 sw	s1, 0x464(sp)
0x800043e0: 46 11 26 23 sw	ra, 0x46c(sp)
0x800043e4: 47 21 20 23 sw	s2, 0x460(sp)
0x800043e8: 45 31 2e 23 sw	s3, 0x45c(sp)
0x800043ec: 45 41 2c 23 sw	s4, 0x458(sp)
0x800043f0: 45 51 2a 23 sw	s5, 0x454(sp)
0x800043f4: 45 61 28 23 sw	s6, 0x450(sp)
0x800043f8: 00 05 04 13 mv	s0, a0
0x800043fc: 00 05 45 03 lbu	a0, 0(a0)
0x80004400: 48 f1 22 23 sw	a5, 0x484(sp)
0x80004404: 47 41 07 93 addi	a5, sp, 0x474
0x80004408: 46 b1 2a 23 sw	a1, 0x474(sp)
0x8000440c: 46 c1 2c 23 sw	a2, 0x478(sp)
0x80004410: 46 d1 2e 23 sw	a3, 0x47c(sp)
0x80004414: 48 e1 20 23 sw	a4, 0x480(sp)
0x80004418: 49 01 24 23 sw	a6, 0x488(sp)
0x8000441c: 49 11 26 23 sw	a7, 0x48c(sp)
0x80004420: 00 f1 26 23 sw	a5, 0xc(sp)
0x80004424: 05 01 04 93 addi	s1, sp, 0x50
0x80004428: 12 05 0a 63 beqz	a0, 0x134
0x8000442c: 00 04 89 13 mv	s2, s1
0x80004430: 02 50 09 93 addi	s3, zero, 0x25
0x80004434: 00 00 ba 17 auipc	s4, 0xb
0x80004438: 10 0a 0a 13 addi	s4, s4, 0x100
0x8000443c: 03 00 0b 13 addi	s6, zero, 0x30
0x80004440: 00 10 0a 93 addi	s5, zero, 1
0x80004444: 01 80 00 6f j	0x18
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
0x80004458: 02 05 06 63 beqz	a0, 0x2c
0x8000445c: 00 14 47 83 lbu	a5, 1(s0)
0x80004460: ff 35 14 e3 bne	a0, s3, -0x18
0x80004448: 00 a9 00 23 sb	a0, 0(s2)
0x8000444c: 00 14 04 13 addi	s0, s0, 1
0x80004450: 00 19 09 13 addi	s2, s2, 1
0x80004454: 00 04 45 03 lbu	a0, 0(s0)
